bankcardId,cardNumber,sortCode,bankAccountId,accountNumber,bank
"9141","0459222129534163","51-59-60","92826","32151547","Nationwide Building Society"
"9143","6189656386271875","44-57-55","92828","18389362","Bank of England"
"9148","2286864114347553","53-05-54","92833","81588935","Bank of England"
"9162","6251681393859466","10-57-55","92847","58446177","Clydesdale Bank"
"9167","4542861522822818","16-47-94","92852","16187955","Barclays Bank"
"9168","5553548728445564","54-67-66","92853","62492159","HSBC Bank"
"9176","5542177164483572","49-99-96","92861","03744227","The Royal Bank of Scotland"
"9179","2999664679367892","12-37-81","92864","16978621","The Co-operative Bank"
"9183","2393455597677971","10-50-13","92868","33619862","National Westminster Bank"
"9191","0797851156813843","32-36-83","92876","77626718","National Westminster Bank"
"9195","2738938174758514","60-11-46","92880","07996156","Clydesdale Bank"
"9199","9288973827745292","13-94-34","92884","66147113","The Royal Bank of Scotland"
"9200","6684546781914881","39-63-43","92885","91887127","The Co-operative Bank"
"9205","9176725163194442","10-65-03","92890","78381231","Bank of Scotland"
"9207","7265483437257463","22-08-01","92892","26473986","Lloyds Bank and TSB"
"9215","3714444377485295","26-39-01","92900","77942935","Clydesdale Bank"
"9219","1271668957567629","09-14-58","92904","43161714","The Co-operative Bank"
"9224","1232895945722573","20-37-50","92909","68965964","Clydesdale Bank"
"9228","0632919794811121","66-79-82","92913","11526447","Bank of Scotland"
"9230","7942438153157593","13-92-46","92915","62745544","National Westminster Bank"
"9234","9736688751979125","40-86-80","92919","37669234","The Co-operative Bank"
"9235","3586525317892966","45-04-34","92920","25547933","Bank of England"
"9241","7897466741485862","60-29-74","92926","67672164","Barclays Bank"
"9243","1613719459634482","32-66-33","92928","67284457","The Co-operative Bank"
"9249","1941419723488698","31-85-47","92934","23856162","The Co-operative Bank"
"9250","4216537856259957","14-25-37","92935","94381783","National Westminster Bank"
"9252","9875955528475115","24-61-19","92937","94213867","The Co-operative Bank"
"9254","0494188953698114","62-85-98","92939","81753346","Citibank International"
"9256","4986827697374379","34-96-43","92941","06342211","National Westminster Bank"
"9259","8593383837135463","33-54-18","92944","37173159","Bank of Scotland"
"9261","3299765963848655","16-63-39","92946","24519577","HSBC Bank"
"9267","6316851247686568","77-90-63","92952","19324866","Nationwide Building Society"
"9271","6223691591469461","24-64-24","92956","93376484","Lloyds Bank and TSB"
"9276","3697989494775927","22-57-30","92961","29945384","Nationwide Building Society"
"9278","2716223379191628","66-59-17","92963","39973726","Barclays Bank"
"9283","2533956416651339","41-27-61","92968","87794356","Lloyds Bank and TSB"
"9291","5528427546634374","32-26-78","92976","06914754","Barclays Bank"
"9296","9859295289673357","58-57-08","92981","79598127","Barclays Bank"
"9297","3968293925373722","66-12-78","92982","35853122","Lloyds Bank and TSB"
"9298","2437516713265565","49-47-18","92983","25545821","Santander UK"
"9299","7364482254928663","15-28-95","92984","44458564","HSBC Bank"
"9300","4889366744736712","58-51-61","92985","28487941","Bank of England"
"9304","9894694658529652","29-72-38","92989","56443756","Santander UK"
"9310","5375874588722963","24-68-17","92995","26146169","HSBC Bank"
"9312","9549587466131514","47-36-39","92997","78462767","Bank of Scotland"
"9315","6334483518379968","51-08-02","93000","35443999","Citibank International"
"9318","0653575236967953","37-24-37","93003","76833466","Nationwide Building Society"
"9319","5783863752419731","30-79-58","93004","91192342","National Westminster Bank"
"9321","3549954669372766","52-02-08","93006","24852417","Bank of Scotland"
"9327","3693989838788331","25-46-76","93012","62931219","Bank of Scotland"
"9331","7433569671789277","62-74-55","93016","55824924","Barclays Bank"
"9336","9152131931175257","63-77-82","93021","07598928","Bank of England"
"9340","7932748624482274","45-97-21","93025","29791639","Santander UK"
"9348","9581937842892622","48-57-75","93033","44345978","The Royal Bank of Scotland"
"9361","0948187749546565","16-30-21","93046","45818539","The Co-operative Bank"
"9362","7714235167789552","34-70-57","93047","47278781","National Westminster Bank"
"9363","8438769969375142","46-23-85","93048","58678187","Lloyds Bank and TSB"
"9365","3785241388959359","36-36-87","93050","93652167","The Royal Bank of Scotland"
"9367","9376136354558686","44-78-26","93052","86616566","Santander UK"
"9370","9648563178532671","39-28-95","93055","59758935","National Westminster Bank"
"9382","6355118112491397","43-98-05","93067","68524282","The Royal Bank of Scotland"
"9383","2365643184324788","36-41-11","93068","36893438","Santander UK"
"9384","0594362398785749","43-84-74","93069","93677338","Clydesdale Bank"
"9387","8542618639159181","17-60-48","93072","34657394","Citibank International"
"9389","4429475626142792","44-25-75","93074","21347851","The Co-operative Bank"
"9391","0473325259418213","64-87-81","93076","67468735","Bank of Scotland"
"9397","4778559179548358","64-05-45","93082","59173296","Bank of England"
"9401","8751159299615643","20-25-86","93086","28975239","National Westminster Bank"
"9417","3762458895979723","66-33-77","93102","01515733","Bank of Scotland"
"9422","3676886464756164","54-94-00","93107","55143254","Bank of Scotland"
"9425","8441783659351214","34-99-38","93110","51844593","Santander UK"
"9429","5411176323744639","22-00-49","93114","22448831","Citibank International"
"9434","3878223787821911","46-73-54","93119","49145944","National Westminster Bank"
"9436","7719712425794193","46-20-10","93121","07336445","Clydesdale Bank"
"9438","9428975127413834","77-64-11","93123","44594291","Santander UK"
"9446","8719392445176496","35-35-45","93131","48413194","The Royal Bank of Scotland"
"9455","5894477229447116","43-60-31","93140","45338231","Citibank International"
"9461","5634284888538352","31-66-13","93146","71297173","The Royal Bank of Scotland"
"9465","8295868537399359","50-22-74","93150","22785239","Clydesdale Bank"
"9468","4328824983259463","57-49-45","93153","28332429","Citibank International"
"9469","4955139436445315","08-78-30","93154","55169239","HSBC Bank"
"9470","6673555782273423","58-35-48","93155","34133448","The Royal Bank of Scotland"
"9471","7821647489578778","20-01-01","93156","66221518","Bank of Scotland"
"9474","8427412498155225","66-60-36","93159","95775741","Bank of Scotland"
"9476","3519792891911373","27-73-24","93161","52638363","Santander UK"
"9479","6823369645513873","39-91-34","93164","47438198","HSBC Bank"
"9487","9417911266587511","10-35-79","93172","08517554","Santander UK"
"9489","3332969278858952","66-07-15","93174","29939625","Bank of England"
"9494","7427939595582131","61-42-48","93179","77661456","Bank of Scotland"
"9495","7967956872191355","50-45-69","93180","05578779","Barclays Bank"
"9496","5351839454734461","52-44-45","93181","29438494","Nationwide Building Society"
"9500","4819558642278517","08-89-84","93185","88974236","Lloyds Bank and TSB"
"9503","4976225434276988","35-16-27","93188","13985886","The Royal Bank of Scotland"
"9508","1879415943446239","29-32-93","93193","25535131","Nationwide Building Society"
"9510","5555939875168919","27-57-98","93195","34271221","Bank of England"
"9513","5994431156179987","14-81-92","93198","74746777","Clydesdale Bank"
"9514","8614792667239986","29-40-50","93199","67211679","National Westminster Bank"
"9515","1961118111132343","64-78-75","93200","68888185","Nationwide Building Society"
"9516","7614521963722285","32-07-59","93201","27548918","Nationwide Building Society"
"9530","9128786381951933","24-64-09","93215","37347554","Bank of England"
"9531","2116246142575557","36-93-55","93216","05826736","Clydesdale Bank"
"9535","2413332218697657","01-41-85","93220","99323257","Nationwide Building Society"
"9537","7754113463432754","72-58-85","93222","65137884","Nationwide Building Society"
"9542","7855741929472532","63-60-14","93227","49427365","The Co-operative Bank"
"9543","2629679194251892","48-82-90","93228","03337593","The Co-operative Bank"
"9545","7421139114174221","43-26-63","93230","46426239","Nationwide Building Society"
"9549","0537297171582498","49-14-96","93234","52277772","National Westminster Bank"
"9552","4281512796234124","44-39-99","93237","74556294","Bank of England"
"9555","7168385216682448","01-33-27","93240","85939791","Bank of Scotland"
"9557","4694871881857253","62-79-71","93242","74632453","Bank of England"
"9559","5885411417586123","27-85-11","93244","62149196","Nationwide Building Society"
"9560","9141219944634248","32-86-00","93245","61648648","Barclays Bank"
"9562","2526683373358664","36-26-62","93247","74342147","Santander UK"
"9569","9842336529435871","07-04-65","93254","06953129","Lloyds Bank and TSB"
"9570","1247151685624477","13-84-35","93255","32934841","Nationwide Building Society"
"9571","0138967593619674","05-92-90","93256","04887524","HSBC Bank"
"9572","2689346159261499","39-39-03","93257","87672852","Bank of Scotland"
"9581","3778843613578153","26-36-64","93266","84816959","Bank of Scotland"
"9582","9726727897855213","26-61-81","93267","82611165","Citibank International"
"9583","7288174917839486","63-28-92","93268","19212911","Citibank International"
"9584","9842155463371273","14-61-20","93269","53455868","Bank of England"
"9586","3218811267697664","62-03-83","93271","68211552","Citibank International"
"9587","0177695376547879","58-12-95","93272","91475292","HSBC Bank"
"9597","1544992152685977","14-86-59","93282","04843638","Santander UK"
"9600","5848449979945729","66-77-18","93285","37338684","The Royal Bank of Scotland"
"9602","6286748212394972","44-72-31","93287","06838179","Bank of Scotland"
"9604","9224942816426235","38-73-11","93289","01867334","Santander UK"
"9607","7792343982698424","35-55-05","93292","89119769","Clydesdale Bank"
"9616","0211317539887912","62-99-29","93301","02324753","The Royal Bank of Scotland"
"9617","2424747863237372","28-83-65","93302","24248533","The Royal Bank of Scotland"
"9619","9793713953634595","01-00-75","93304","55389579","The Co-operative Bank"
"9623","4885715289336997","44-55-28","93308","17283681","The Royal Bank of Scotland"
"9624","9677438396861173","15-23-48","93309","01979218","Santander UK"
"9630","3753836529914278","35-22-92","93315","76365918","Barclays Bank"
"9631","0476158213754677","29-05-23","93316","53811947","Clydesdale Bank"
"9638","1228628351573214","27-32-69","93323","46161545","HSBC Bank"
"9650","7884863751256924","38-54-93","93335","59993634","Nationwide Building Society"
"9652","7269421514878194","20-10-72","93337","95962697","Nationwide Building Society"
"9660","2713853333972429","38-56-93","93345","21243847","Barclays Bank"
"9662","2748853924946612","14-60-25","93347","12469756","National Westminster Bank"
"9664","2521487245493617","62-22-94","93349","54693473","Bank of England"
"9673","4773693798336899","36-35-99","93358","22377274","Santander UK"
"9676","7654655589392217","72-13-29","93361","66457674","The Royal Bank of Scotland"
"9677","2782669416233944","61-35-50","93362","51311543","Lloyds Bank and TSB"
"9679","8945594224833259","51-48-55","93364","52267446","Bank of Scotland"
"9689","5156644211183478","34-77-39","93374","75425893","The Co-operative Bank"
"9691","9189788563638868","29-03-37","93376","06462939","The Royal Bank of Scotland"
"9695","1892389874851831","47-40-33","93380","58347211","The Royal Bank of Scotland"
"9698","9332882864658493","59-78-08","93383","93129221","Barclays Bank"
"9702","8261839124214518","55-74-99","93387","42699384","Lloyds Bank and TSB"
"9703","8185896832381211","55-11-60","93388","96671546","Barclays Bank"
"9706","9537352565966923","41-16-89","93391","47567313","Lloyds Bank and TSB"
"9709","8284683768817784","23-90-28","93394","08916212","The Co-operative Bank"
"9713","4491718143673466","50-82-98","93398","98263556","Lloyds Bank and TSB"
"9718","4656154736744134","25-31-55","93403","92782141","HSBC Bank"
"9722","5765473846386112","31-40-97","93407","18735368","HSBC Bank"
"9723","9869571587548811","40-90-73","93408","12626969","Lloyds Bank and TSB"
"9727","8329746924322939","34-64-42","93412","47989497","Barclays Bank"
"9728","4498299236983612","42-48-78","93413","34252786","Bank of England"
"9730","8779755969424869","72-31-32","93415","35896191","Lloyds Bank and TSB"
"9739","0129486975232986","30-72-09","93424","27821364","Barclays Bank"
"9742","0224634784945341","48-42-42","93427","89177257","National Westminster Bank"
"9744","2816986523647125","41-48-70","93429","08167184","Citibank International"
"9753","8786679859788616","66-16-46","93438","87824295","Barclays Bank"
"9763","1711263533129565","15-11-37","93448","79775321","Bank of England"
"9765","6946122138466948","39-41-77","93450","49875934","The Co-operative Bank"
"9772","2613987873171731","05-40-95","93457","21935889","Barclays Bank"
"9775","7367753848136829","16-81-85","93460","21671485","Citibank International"
"9778","3863478527222773","18-41-00","93463","58716754","Nationwide Building Society"
"9779","2577118897268646","60-46-72","93464","93219976","Barclays Bank"
"9780","8975215521384182","20-42-22","93465","47894227","The Co-operative Bank"
"9786","1514369616442263","53-18-25","93471","05828694","The Co-operative Bank"
"9787","2119842924267243","51-94-66","93472","87337668","Santander UK"
"9788","7655895633253136","05-63-43","93473","63821226","National Westminster Bank"
"9791","3156257195618743","40-13-92","93476","02971792","Lloyds Bank and TSB"
"9793","5343523833742729","15-51-87","93478","09525333","Citibank International"
"9795","8668186971287651","51-58-02","93480","47277577","Bank of Scotland"
"9800","2691416574789794","11-53-06","93485","22968825","Nationwide Building Society"
"9801","7368763355644284","23-90-11","93486","88721548","HSBC Bank"
"9802","7985718979641352","43-71-47","93487","66998485","Barclays Bank"
"9803","8774898533237514","27-24-19","93488","13812175","National Westminster Bank"
"9806","6696845312729512","50-79-59","93491","84265351","Bank of Scotland"
"9811","4426446283557137","56-25-41","93496","62951622","Barclays Bank"
"9812","3533882389343266","30-03-12","93497","37448315","National Westminster Bank"
"9814","6964165767179799","20-70-41","93499","75631683","The Royal Bank of Scotland"
"9815","3716673218255475","26-71-38","93500","21376517","The Co-operative Bank"
"9817","9884422473777982","17-33-77","93502","75164497","Bank of Scotland"
"9825","0333886388427132","37-06-13","93510","64763154","Bank of England"
"9832","5535963643913247","37-24-04","93517","81225189","Barclays Bank"
"9835","0888928329225852","26-64-21","93520","64772191","The Co-operative Bank"
"9839","1597151653457473","27-97-71","93524","22147476","Clydesdale Bank"
"9852","0897299864633583","24-29-39","93537","56244266","Santander UK"
"9855","7522616932349469","11-15-29","93540","33142594","Bank of England"
"9868","3313175934888112","05-08-87","93553","03115387","Nationwide Building Society"
"9877","9237776422875127","26-57-05","93562","98751958","HSBC Bank"
"9892","4957353489946835","25-71-53","93577","73564181","The Royal Bank of Scotland"
"9905","5381871837222485","65-32-25","93590","97834515","The Co-operative Bank"
"9919","8392593143138651","46-19-36","93604","53582132","The Co-operative Bank"
"9954","6863238946658763","77-10-90","93639","27212541","Bank of Scotland"
"9960","5793688151784887","25-14-74","93645","88899613","The Co-operative Bank"
"9978","0413727282532361","66-80-91","93663","58373963","Clydesdale Bank"
"9980","6244624731724376","48-55-77","93665","01544241","Bank of England"
"9983","1954958237476845","40-41-58","93668","62421569","Citibank International"
"9989","8868668687352251","33-86-91","93674","87874171","The Royal Bank of Scotland"
"10009","5585866678916435","44-94-00","93694","85985626","Citibank International"
"10015","7252419474783369","01-12-79","93700","61732699","Nationwide Building Society"
"10029","2665989739995124","58-57-12","93714","18852694","HSBC Bank"
"10039","7528959924385824","08-61-13","93724","75965312","Clydesdale Bank"
"10049","7713451227748535","27-97-59","93734","74455182","The Royal Bank of Scotland"
"10063","8286466412695238","16-40-67","93748","86555915","Nationwide Building Society"
"10070","9575623883132547","56-78-64","93755","58693575","Bank of England"
"10078","8752682639666962","28-25-71","93763","17847765","Bank of England"
"10083","0631322149827999","18-73-11","93768","96323829","National Westminster Bank"
"10085","3986636345614939","13-66-71","93770","23615977","The Royal Bank of Scotland"
"10087","4754964281349561","12-58-61","93772","83129387","Bank of England"
"10090","9792846112669138","31-24-70","93775","59742744","Santander UK"
"10091","4268332471489529","36-79-15","93776","47679254","Santander UK"
"10112","0827344315848161","20-26-02","93797","36536544","Nationwide Building Society"
"10115","0468241982317328","40-02-01","93800","96716186","Clydesdale Bank"
"10125","8836498568728756","20-31-68","93810","04924678","National Westminster Bank"
"10130","0771791775451639","25-31-23","93815","01928357","National Westminster Bank"
"10131","3255998517245974","51-56-19","93816","12153296","Clydesdale Bank"
"10152","1252882788343799","48-54-26","93837","83299221","Clydesdale Bank"
"10174","3935519373219379","63-66-36","93859","19664934","HSBC Bank"
"10186","0456197321573389","39-94-05","93871","93553671","The Royal Bank of Scotland"
"10188","6892982435763928","24-62-33","93873","46665499","Lloyds Bank and TSB"
"10200","9116482875441757","16-71-22","93885","61273257","Lloyds Bank and TSB"
"10218","7712514534728732","08-47-65","93903","06728791","HSBC Bank"
"10228","6827338493324928","07-32-96","93913","75138462","Santander UK"
"10230","2387546147924879","30-45-99","93915","34333839","Clydesdale Bank"
"10265","1622851419215747","28-52-74","93950","55994786","Clydesdale Bank"
"10280","8834829748542586","54-00-80","93965","69645795","Lloyds Bank and TSB"
"10282","1485545563331367","42-84-35","93967","22619653","Clydesdale Bank"
"10287","0921958881883444","29-43-72","93972","73965366","Clydesdale Bank"
"10303","4586766941464516","20-81-53","93988","19527221","Lloyds Bank and TSB"
"10308","1443313131788114","23-92-18","93993","27724689","The Royal Bank of Scotland"
"10319","5213579526244484","41-34-34","94004","49584766","Santander UK"
"10322","3243284911735335","59-55-88","94007","23966581","Nationwide Building Society"
"10330","7413845574259667","31-49-27","94015","79372425","Barclays Bank"
"10332","0512118583562136","61-36-25","94017","69239152","The Royal Bank of Scotland"
"10334","7592785555249762","58-98-63","94019","16824779","Citibank International"
"10346","5795592341347975","43-19-50","94031","77691931","Bank of Scotland"
"10357","3297737781699233","51-84-64","94042","63998842","Barclays Bank"
"10371","5845112668818578","13-56-51","94056","76711823","National Westminster Bank"
"10377","8852312499618971","42-50-33","94062","16924882","National Westminster Bank"
"10378","1452182218442132","42-17-65","94063","34119373","Nationwide Building Society"
"10379","9642579713176321","30-43-19","94064","26156162","Nationwide Building Society"
"10383","9216932716224584","61-77-56","94068","09967243","Barclays Bank"
"10388","2578175997251333","72-70-97","94073","68943699","Barclays Bank"
"10392","6988789675956457","27-34-93","94077","85927994","Bank of England"
"10394","3926927289977721","61-79-42","94079","51215491","Citibank International"
"10402","3695899194179746","72-96-55","94087","75529274","Citibank International"
"10412","1958191683629914","41-53-88","94097","28376228","The Co-operative Bank"
"10414","2697778137781952","57-58-75","94099","24676692","Santander UK"
"10416","5615769654892896","16-57-66","94101","27444597","Bank of England"
"10419","4277858889739932","37-63-61","94104","41265344","The Co-operative Bank"
"10440","5363744493834498","36-41-83","94125","94345772","Santander UK"
"10442","3764619985892247","50-75-39","94127","62151417","Clydesdale Bank"
"10453","0795372536816819","54-56-36","94138","95742435","Barclays Bank"
"10456","2449364961347493","37-52-30","94141","96655528","Barclays Bank"
"10461","3752768373742996","05-82-38","94146","12787496","HSBC Bank"
"10472","2119274848184158","56-96-69","94157","56734771","Bank of England"
"10477","9918574936534213","60-32-34","94162","34864534","Barclays Bank"
"10479","4446326768816782","62-02-34","94164","28387166","Lloyds Bank and TSB"
"10483","8883354858143584","34-57-14","94168","69757529","Bank of Scotland"
"10495","8481145995811482","57-93-89","94180","32145961","Citibank International"
"10500","0651941461838175","63-93-82","94185","36623624","The Royal Bank of Scotland"
"10508","5694558367125739","61-03-96","94193","34473722","Citibank International"
"10517","0429245556853463","51-47-00","94202","81489578","Bank of England"
"10525","9853429484755545","63-18-89","94210","06426145","The Royal Bank of Scotland"
"10533","1578281974748269","45-68-45","94218","31799615","National Westminster Bank"
"10535","2145762445643753","63-82-13","94220","47653575","Bank of Scotland"
"10538","3774278459848679","16-57-00","94223","64851219","Barclays Bank"
"10539","5727427739739859","53-87-01","94224","57247986","Bank of England"
"10557","2948582182498987","24-86-98","94242","85566295","National Westminster Bank"
"10564","2543399255546558","49-00-69","94249","74329236","Barclays Bank"
"10571","6598215153552585","64-61-20","94256","89562656","Barclays Bank"
"10584","3252555247137226","17-78-41","94269","23896758","Santander UK"
"10586","9768191314468669","23-22-99","94271","37429376","Clydesdale Bank"
"10588","7686441828366342","46-78-15","94273","83163354","Bank of Scotland"
"10595","4788637652945129","77-62-58","94280","77697617","National Westminster Bank"
"10620","3986728675219773","18-50-69","94305","0927612967588335","Santander UK"
"10621","6869262795753172","10-23-86","94306","32776169","Bank of Scotland"
"10623","6448834138714357","64-27-75","94308","53882163","Citibank International"
"10659","9947557387655299","29-24-52","94344","22374299","Bank of England"
"10663","8239759915912912","11-95-82","94348","97314797","The Co-operative Bank"
"10673","0215959559255454","23-66-67","94358","15454953","Clydesdale Bank"
"10689","2593629854836971","07-19-50","94374","29639535","Lloyds Bank and TSB"
"10702","0767735231869997","34-24-93","94387","86818771","Santander UK"
"10703","7328157813917655","23-56-35","94388","13898675","National Westminster Bank"
"10715","5169972141469773","42-75-81","94400","97878996","Barclays Bank"
"10717","3852257754574116","43-36-10","94402","38662337","National Westminster Bank"
"10720","3186497176844663","12-33-25","94405","69141392","The Co-operative Bank"
"10726","7445958855247351","20-72-60","94411","81336443","Lloyds Bank and TSB"
"10727","6431433593318621","57-68-05","94412","92566336","Barclays Bank"
"10734","1718645648193921","53-73-23","94419","81984857","Nationwide Building Society"
"10739","0919673415579988","41-36-14","94424","85836937","Clydesdale Bank"
"10773","9818656142556347","20-72-67","94458","75747971","The Co-operative Bank"
"10782","0597266755221254","66-35-45","94467","42119659","Citibank International"
"10784","1767194462142554","41-85-12","94469","27792397","Lloyds Bank and TSB"
"10788","8678794963236687","63-43-30","94473","33561655","The Royal Bank of Scotland"
"10793","3249766215272564","01-13-15","94478","56427131","Barclays Bank"
"10804","1361552255392938","30-91-00","94489","28271236","Bank of Scotland"
"10806","4828418287583438","17-77-27","94491","62737765","HSBC Bank"
"10808","7511476832235826","31-97-72","94493","02715776","Bank of England"
"10822","6861721371463681","64-86-32","94507","08117644","The Co-operative Bank"
"10843","7911476713566737","52-89-80","94528","12472345","Lloyds Bank and TSB"
"10846","5422266971822222","56-02-27","94531","82822391","The Co-operative Bank"
"10848","3398643526649583","36-72-25","94533","49629242","Nationwide Building Society"
"10862","1236788674312729","15-78-14","94547","91463421","Bank of England"
"10864","8722917537399342","38-15-95","94549","21313445","HSBC Bank"
"10886","9215722385655987","26-14-57","94571","24528552","The Co-operative Bank"
"10887","7273349383638845","54-81-79","94572","01785448","HSBC Bank"
"10891","3353828348918423","56-59-12","94576","96453968","The Royal Bank of Scotland"
"10897","2335437562469325","10-19-60","94582","39239483","Lloyds Bank and TSB"
"10903","3179255365735747","59-60-05","94588","97694152","Lloyds Bank and TSB"
"10930","2682937739489286","31-59-37","94615","73815654","National Westminster Bank"
"10932","7694598276331871","28-83-48","94617","94241774","Citibank International"
"10953","4565199433663896","31-76-39","94638","42222348","HSBC Bank"
"10983","2148581418652419","55-58-84","94668","03478159","The Royal Bank of Scotland"
"10989","4123749416922443","01-01-77","94674","03518244","The Royal Bank of Scotland"
"10993","4968133594164883","53-60-61","94678","45291487","HSBC Bank"
"11017","9134236743793339","42-81-33","94702","79767597","Citibank International"
"11018","2678968346163815","57-68-85","94703","89577694","Bank of Scotland"
"11030","9882119371546421","24-08-06","94715","46969927","HSBC Bank"
"11031","6459697773512916","30-45-44","94716","85563218","The Royal Bank of Scotland"
"11032","1554749843755745","15-56-91","94717","97714634","HSBC Bank"
"11033","3836163426526123","05-80-43","94718","14245571","Bank of Scotland"
"11041","9944842768936263","23-69-79","94726","82353376","The Royal Bank of Scotland"
"11044","3633113391622395","43-29-24","94729","36967942","Lloyds Bank and TSB"
"11046","4624368511457635","38-93-70","94731","45242967","Nationwide Building Society"
"11052","5113723633485563","07-02-49","94737","95291392","National Westminster Bank"
"11057","9446948731997464","36-95-29","94742","74475157","The Co-operative Bank"
"11070","0649125829634846","64-14-00","94755","35655913","Nationwide Building Society"
"11103","1983371852453265","51-51-94","94788","01538546","Santander UK"
"11117","6972153348455196","15-22-23","94802","14981655","National Westminster Bank"
"11118","5112719858582728","28-74-60","94803","55865968","The Co-operative Bank"
"11123","3174189343123634","43-86-68","94808","16362377","The Co-operative Bank"
"11126","5248589914586428","43-93-89","94811","08221146","National Westminster Bank"
"11136","4877336952573341","35-52-44","94821","58322877","The Co-operative Bank"
"11147","4694475599784864","53-66-94","94832","22672225","HSBC Bank"
"11160","5927751798759928","27-20-55","94845","96923515","Clydesdale Bank"
"11162","0132916671186858","47-50-25","94847","42779979","Citibank International"
"11165","6986222825254728","08-33-06","94850","85898848","Barclays Bank"
"11170","2496693598741116","49-12-88","94855","78798672","Clydesdale Bank"
"11172","9275573941928554","66-17-15","94857","97672333","The Royal Bank of Scotland"
"11173","0794989742253249","53-05-62","94858","58468175","HSBC Bank"
"11182","8286561657136476","51-16-87","94867","75319249","Barclays Bank"
"11184","3388234842729763","45-97-97","94869","62855622","Barclays Bank"
"11187","4668466892829539","24-19-02","94872","53446496","Bank of Scotland"
"11207","3256639823777562","13-20-78","94892","34526213","Santander UK"
"11209","9526816287146274","55-05-97","94894","46137634","Barclays Bank"
"11215","9767911922664352","32-06-03","94900","46441141","Nationwide Building Society"
"11226","2143914323284666","38-41-08","94911","34398434","Nationwide Building Society"
"11230","0521369526338336","62-28-34","94915","96383982","Clydesdale Bank"
"11231","6472989235169317","10-53-77","94916","41894823","Clydesdale Bank"
"11238","3232423476419421","01-72-14","94923","69298625","Lloyds Bank and TSB"
"11248","9263746683592179","01-23-22","94933","19762862","Lloyds Bank and TSB"
"11250","0296464526143466","31-49-95","94935","54294233","Nationwide Building Society"
"11274","0873984122151234","32-93-43","94959","72485675","National Westminster Bank"
"11283","7244152475619619","26-03-73","94968","06984226","The Co-operative Bank"
"11284","7475152674167696","14-89-89","94969","97841242","Citibank International"
"11299","3242933935644395","24-93-90","94984","18248393","Lloyds Bank and TSB"
"11304","4327998487334163","54-24-26","94989","96456685","The Royal Bank of Scotland"
"11309","3536312541938129","50-15-44","94994","56589889","Bank of England"
"11311","8634427264493345","05-27-28","94996","73233823","Citibank International"
"11337","4261731171674979","54-63-88","95022","79345219","Santander UK"
"11348","3368338691918396","22-90-09","95033","52196653","HSBC Bank"
"11352","9669557233958528","56-93-56","95037","58257923","Nationwide Building Society"
"11373","6912738519877589","42-46-49","95058","31522825","The Royal Bank of Scotland"
"11375","9393733493654579","50-18-70","95060","16259989","The Royal Bank of Scotland"
"11382","0382948712114596","48-78-76","95067","67856737","National Westminster Bank"
"11384","8589829848692982","27-69-97","95069","73922197","Citibank International"
"11420","6392651762676892","66-83-53","95105","66473212","Santander UK"
"11426","3322697468111744","43-05-18","95111","81715395","The Co-operative Bank"
"11430","9246897597458289","30-38-23","95115","51483476","National Westminster Bank"
"11434","4477977336334236","14-16-00","95119","98358583","National Westminster Bank"
"11437","3468598362365176","26-91-03","95122","23759899","The Co-operative Bank"
"11441","6631545663858564","61-90-69","95126","76262188","Santander UK"
"11448","1566479672165873","51-05-66","95133","08714585","Barclays Bank"
"11456","6877851753663138","18-25-33","95141","47552254","Santander UK"
"11457","6126557791766129","34-99-43","95142","11998393","The Royal Bank of Scotland"
"11459","6439225378113761","14-32-44","95144","59745282","Nationwide Building Society"
"11460","2493854386279689","44-28-50","95145","08363822","The Royal Bank of Scotland"
"11468","2444428873633771","22-58-06","95153","84788911","The Co-operative Bank"
"11472","9551589272171156","47-03-61","95157","33339527","Citibank International"
"11480","9287357315164113","11-50-47","95165","58886687","Santander UK"
"11487","5474843122523399","22-05-44","95172","81474135","National Westminster Bank"
"11501","3672647876698984","08-97-04","95186","49928464","Lloyds Bank and TSB"
"11509","0929691675817996","51-52-05","95194","69662674","The Co-operative Bank"
"11519","5331336435367458","66-13-07","95204","59361228","Lloyds Bank and TSB"
"11521","2697261546228175","32-85-43","95206","39394188","Citibank International"
"11537","7221632917247292","22-51-49","95222","64994755","Bank of Scotland"
"11538","8485128464257517","47-67-66","95223","34943525","National Westminster Bank"
"11550","2627918947696778","64-95-56","95235","54385535","The Royal Bank of Scotland"
"11552","7222386492139983","58-22-13","95237","61956523","Nationwide Building Society"
"11557","6727122545946494","51-53-11","95242","32175565","Bank of Scotland"
"11562","7399998737111619","64-45-50","95247","97691922","Santander UK"
"11568","3448781479473353","18-81-25","95253","96627293","Nationwide Building Society"
"11571","2621963283795488","55-56-92","95256","93552818","HSBC Bank"
"11574","1317572336718552","14-99-74","95259","71982241","Bank of Scotland"
"11582","2915724181726514","59-54-23","95267","49247543","Lloyds Bank and TSB"
"11618","4667497378424182","12-06-66","95303","76122927","Citibank International"
"11619","5461482118442954","35-21-96","95304","75164676","Santander UK"
"11632","8461983729552618","44-84-50","95317","31743458","Barclays Bank"
"11673","5774187432882195","57-87-78","95358","61113632","The Royal Bank of Scotland"
"11677","5197569322656655","37-71-59","95362","59969456","Santander UK"
"11697","3214741192871493","17-60-75","95382","71784776","Santander UK"
"11703","5958178116321172","51-90-36","95388","51891779","Lloyds Bank and TSB"
